,count,mean,std,min,25%,50%,75%,max
num_venta_var44_hace3,48128.0,0.00012466755319148935,0.019338947448441713,0.0,0.0,0.0,0.0,3.0
num_venta_var44_ult1,48128.0,0.005111369680851064,0.3081761229620266,0.0,0.0,0.0,0.0,39.0
num_var45_hace2,48128.0,5.432388630319149,14.569867806766265,0.0,0.0,0.0,3.0,288.0
num_var45_hace3,48128.0,3.876225897606383,10.357113510607844,0.0,0.0,0.0,3.0,333.0
num_var45_ult1,48128.0,4.390791223404255,14.403870371432314,0.0,0.0,0.0,3.0,510.0
num_var45_ult3,48128.0,13.699405751329786,33.26245339176501,0.0,0.0,0.0,12.0,747.0
sensor_avg_water_tank_2_months_ago,48128.0,0.20981337830958055,1.4626173711231707,0.0,0.0158039433479414,0.016173280654507,0.0268840625449091,100.0
sensor_avg_water_tank_3_months_ago,48128.0,0.05712997089499723,0.5631737490541983,0.0,0.0005212833373337,0.000583526123881,0.0012934829079363,62.26829052909869
sensor_avg_water_tank_last_month,48128.0,0.33396392375528905,1.5807507631063173,0.0,0.153129990757216,0.1536280392537918,0.168071445654492,100.0
sensor_avg_water_tank_last_3_months,48128.0,0.2814173729992839,1.4736649863142666,0.0,0.087377682807063,0.0878787458315411,0.1027564633275826,100.0
sensor_avg_temp_2_months_ago,48128.0,0.15204805054058668,0.6567532046602448,0.0,0.1241885780699212,0.1241885780699212,0.1241885780699212,66.00306268796976
sensor_avg_temp_3_months_ago,48128.0,0.010533800254014522,0.5218604304018565,0.0,0.0,0.0,0.0,65.73459316400371
sensor_avg_temp_last_month,48128.0,1.5229403174819596,0.8213402790187849,0.0,1.469685802128425,1.469685802128425,1.469685802128425,64.62902417518944
sensor_avg_temp_last_3_months,48128.0,1.0889979265773648,0.9855382313642705,0.0,1.0280085686329985,1.0280085686329985,1.0280085686329985,84.28583466925625
sensor_avg_demand_2_months_ago,48128.0,0.13687861115123437,1.3718526551894723,0.0,0.0,0.0,0.0,100.0
sensor_avg_demand_3_months_ago,48128.0,0.08977567439122237,1.404055680178496,0.0,0.0,0.0,0.0,100.0
sensor_avg_demand_last_month,48128.0,0.19579347414102208,1.6593772906288167,0.0,0.0,0.0,0.0,100.0
sensor_avg_demand_last_3_months,48128.0,0.19883935510236747,1.6688799634835478,0.0,0.0,0.0,0.0,100.0
sensor_avg_short_runtime_2_months_ago,48128.0,0.8185778565492021,5.987614158282065,0.0,0.0,0.0,0.0,100.0
sensor_avg_short_runtime_3_months_ago,48128.0,0.18780584605649467,2.464072640851332,0.0,0.0,0.0,0.0,100.0
sensor_avg_short_runtime_last_month,48128.0,1.0954421599346187,7.224701119991174,0.0,0.0,0.0,0.0,100.0
sensor_avg_short_runtime_last_3_months,48128.0,0.8708184163065159,5.790594808965601,0.0,0.0,0.0,0.0,100.0
sensor_avg_long_runtime_2_months_ago,48128.0,0.09409354719260545,1.584235850462644,0.0,0.0,0.0,0.0,100.0
sensor_avg_long_runtime_3_months_ago,48128.0,0.030620046682629097,0.8898939841515054,0.0,0.0,0.0,0.0,100.0
sensor_avg_long_runtime_last_month,48128.0,0.06562805003324468,1.1114757490056004,0.0,0.0,0.0,0.0,100.0
sensor_avg_long_runtime_last_3_months,48128.0,0.07424035329152916,1.227952509962707,0.0,0.0,0.0,0.0,100.0
has_zero_medium_term_avg_balance,48128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_avg_humidity_2_months_ago,48128.0,0.0007043422543116951,0.04180446527756103,0.0,7.12574811982504e-07,7.12574811982504e-07,7.12574811982504e-07,6.326376707719385
sensor_avg_humidity_3_months_ago,48128.0,0.00012345117606864947,0.017203913026368218,0.0,0.0,0.0,0.0,3.238187928571505
sensor_avg_humidity_last_month,48128.0,0.00205364931990609,0.09822120251246232,0.0,0.0,0.0,0.0,12.460309913793562
sensor_avg_humidity_last_3_months,48128.0,0.0019084870326843684,0.0865541744306854,0.0,0.0,0.0,0.0,8.106636345065601
sensor_avg_vibration_2_months_ago,48128.0,0.012249639936584539,0.8420129919810565,0.0,0.0,0.0,0.0,100.0
sensor_avg_vibration_3_months_ago,48128.0,0.006195938964221137,0.5764147394336497,0.0,0.0,0.0,0.0,100.0
sensor_avg_vibration_last_month,48128.0,0.014371325280164233,0.9180998237476788,0.0,0.0,0.0,0.0,100.0
sensor_avg_vibration_last_3_months,48128.0,0.013141550212978524,0.8303992067644448,0.0,0.0,0.0,0.0,100.0
sensor_avg_irradiance_2_months_ago,48128.0,0.00806666773253097,0.5482936313150919,0.0,0.0,0.0,0.0,100.0
sensor_avg_irradiance_3_months_ago,48128.0,0.007256864982271771,0.6250397075437706,0.0,0.0,0.0,0.0,100.0
sensor_avg_irradiance_last_month,48128.0,0.01112197004552632,0.6340850548715873,0.0,0.0,0.0,0.0,100.0
sensor_avg_irradiance_last_3_months,48128.0,0.01383959867249458,0.6786586577877317,0.0,0.0,0.0,0.0,94.23531664858352
base_distance_from_coastal_river_km,48128.0,0.5094544757486207,0.8853242230664647,0.0059779183184523,0.28298876610965534,0.4588329096413194,0.5150745643004576,100.0
Your_Target_Column,48128.0,0.04999168882978723,0.2179300500029271,0.0,0.0,0.0,0.0,1.0
