,count,mean,std,min,25%,50%,75%,max
feat_281,76020.0,0.09686924493554327,0.2957815835370628,0.0,0.0,0.0,0.0,1.0
feat_282,76020.0,0.020244672454617207,0.8976177156007868,0.0,0.0,0.0,0.0,117.0
feat_283,76020.0,0.05702446724546172,1.8273735550842112,0.0,0.0,0.0,0.0,234.0
feat_284,76020.0,0.008879242304656669,0.2887683044074158,0.0,0.0,0.0,0.0,27.0
feat_285,76020.0,3857.84854222573,25572.24505489899,0.0,0.0,0.0,0.0,450000.0
feat_286,76020.0,0.07588792423046567,0.552499139251959,0.0,0.0,0.0,0.0,24.0
feat_287,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_288,76020.0,1.2158247829518547,5.181091548657118,0.0,0.0,0.0,0.0,156.0
feat_289,76020.0,0.00367008681925809,0.060470367812319015,0.0,0.0,0.0,0.0,1.0
feat_290,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_291,76020.0,0.00808997632202052,0.15557891775426078,0.0,0.0,0.0,0.0,3.0
feat_292,76020.0,0.037884767166535126,0.1909188075131401,0.0,0.0,0.0,0.0,1.0
feat_293,76020.0,1.2121546961325966,5.1603962579380696,0.0,0.0,0.0,0.0,156.0
feat_294,76020.0,7.892659826361483e-05,0.015387549514003687,0.0,0.0,0.0,0.0,3.0
feat_295,76020.0,0.041475927387529594,0.1993895629292468,0.0,0.0,0.0,0.0,1.0
feat_296,76020.0,6232.9139761893975,50692.89018628553,-49418.420401569725,-7318.962122945056,1577.2832741755378,10956.643370094878,3276176.2477530604
feat_297,76020.0,2.894041041831097,0.656478967714198,0.0,3.0,3.0,3.0,15.0
feat_298,76020.0,46085.866434702366,17888.7946294978,16862.43834579247,29919.1006357046,44369.79309457607,61267.78685354915,82762.11181848693
feat_299,76020.0,1932.9544317284926,25355.71742923688,0.0,0.0,0.0,0.0,2310003.0
feat_300,76020.0,0.09892133649039726,0.4860639800307216,0.0,0.0,0.0,0.0,3.0
feat_301,76020.0,2630886.608510918,162179809.1933222,-1.0,0.0,0.0,0.0,9999999999.0
feat_302,76020.0,4.36860181531176,113.9687563239745,-0.9,0.0,0.0,0.0,8192.61
feat_303,76020.0,0.001910023677979479,0.5266264691815445,0.0,0.0,0.0,0.0,145.2
feat_304,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_305,76020.0,16.804613648453522,23.76145611196153,-4.252294126094019,-0.1653895175045009,1.0430681120038872,30.083896486518363,122.9170754073976
feat_306,76020.0,3557.6903476132434,32618.405910511927,-6405.424832535436,-808.6898360672361,127.22975855562356,1126.6877828631543,2040230.8482787963
feat_307,76020.0,0.034451460142067875,0.3203785060085549,0.0,0.0,0.0,0.0,6.0
feat_308,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_309,76020.0,0.010299921073401736,0.2287822648119929,0.0,0.0,0.0,0.0,24.0
feat_310,76020.0,12.53233267561168,797.8395567059814,0.0,0.0,0.0,0.0,142078.8
feat_311,76020.0,8.784074191002366,538.4392105449976,0.0,0.0,0.0,0.0,91778.73
feat_312,76020.0,0.2899697989644189,0.4541567726151813,-0.0732140938865799,-0.006853773769905525,0.00968759224461535,0.9801107584638483,1.0762434333526787
feat_313,76020.0,59.94033666404288,223.76240290964233,-39.56680906668669,-1.706465999192509,6.540187988950927,18.168883073330612,14178.515532684396
feat_314,76020.0,0.18796369376479874,0.9950163691186807,0.0,0.0,0.0,0.0,60.0
feat_315,76020.0,2630886.608510918,162179809.1933222,-1.0,0.0,0.0,0.0,9999999999.0
feat_316,76020.0,183.4058966061563,22698.129955059736,0.0,0.0,0.0,0.0,6119500.14
feat_317,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_319,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_321,76020.0,0.03429360694554065,0.3192849670043994,0.0,0.0,0.0,0.0,6.0
feat_322,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_323,76020.0,0.01141804788213628,0.1062441741914811,0.0,0.0,0.0,0.0,1.0
feat_324,76020.0,0.001499605367008682,0.0670568895441822,0.0,0.0,0.0,0.0,3.0
feat_326,76020.0,0.0018810839252828204,0.043330937526433064,0.0,0.0,0.0,0.0,1.0
feat_327,76020.0,0.026427255985267035,0.16040322496547121,0.0,0.0,0.0,0.0,1.0
feat_328,76020.0,24919.318880394396,14737.681762293962,-9370.489928795798,12440.127461867176,24944.696808179444,37412.25280332584,59382.24911267821
feat_329,76020.0,0.0018021573270192055,0.04241383288426629,0.0,0.0,0.0,0.0,1.0
feat_330,76020.0,657721.6520520916,81097906.49506742,-1.0,0.0,0.0,0.0,9999999999.0
feat_331,76020.0,140.40347868981848,712.7672396850879,0.0,0.0,0.0,0.0,47598.09
feat_332,76020.0,137.2427632202052,697.7125960738256,0.0,0.0,0.0,0.0,47598.09
feat_333,76020.0,0.635872138910813,1.8352670133496665,0.0,0.0,0.0,0.0,78.0
feat_334,76020.0,367654.46794844326,591799.9286396656,-60022.24423548594,194021.50547998937,295001.37814699614,428349.61423319974,65518916.693660185
feat_335,76020.0,0.005090765588003157,0.12347704819063353,0.0,0.0,0.0,0.0,3.0
feat_336,76020.0,526177.3217048146,72536649.8182818,0.0,0.0,0.0,0.0,9999999999.0
feat_338,76020.0,3.20414364640884,0.9441228089837147,0.0,3.0,3.0,3.0,114.0
feat_339,76020.0,0.560655090765588,2.1044100844923928,0.0,0.0,0.0,0.0,96.0
feat_340,76020.0,9208103.129716748,303310817.97425795,-1.0,0.0,0.0,0.0,9999999999.0
feat_341,76020.0,0.07229676400947119,0.25898035485707444,0.0,0.0,0.0,0.0,1.0
feat_342,76020.0,0.024638253091291765,0.1550210492062189,0.0,0.0,0.0,0.0,1.0
feat_343,76020.0,0.0014469876348329387,0.038012009531556784,0.0,0.0,0.0,0.0,1.0
feat_344,76020.0,1.6011444356748223,7.322004216980753,0.0,0.0,0.0,0.0,249.0
feat_345,76020.0,0.004222573007103394,0.13970239682751612,0.0,0.0,0.0,0.0,12.0
feat_346,76020.0,6487.948262825572,38416.753967421435,0.0,0.0,0.0,0.0,1500000.0
feat_347,76020.0,0.00015785319652722967,0.02176099494766066,0.0,0.0,0.0,0.0,3.0
feat_348,76020.0,46.180243093922655,2859.736590991044,0.0,0.0,0.0,0.0,450000.0
feat_349,76020.0,0.00015785319652722967,0.021760994947660657,0.0,0.0,0.0,0.0,3.0
feat_350,76020.0,11811.820689098997,56840.76464976453,-9030.068677061105,-545.5727988427072,1656.5018983314772,6339.040553860528,4550122.693734911
